"",molecularweight,xlogp,hydrogenbonddonorcount,hydrogenbondacceptorcount,polarsurfacearea,formalcharge,numrings,rotatablebondcount,refractivity,logpsolubility,ro5,ghose,veber,blood,skin,brain,testis,adipose tissue,muscle,nerve,blood vessel,heart,lung,esophagus,kidney,thyroid,uterus,pancreas,vagina,stomach,adrenal gland,colon,prostate,spleen,liver,ovary,breast,bladder,small intestine,salivary gland,lossfreq,maxbtwn,maxdegree,ntargets,wqed,result
164,Atenolol,266.16304258,0.4250248483333329,3,4,84.58,0,1,8,73.5053,0.429,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457627118644068,7444.691403305891,28,1,0.358,passed
165,Metixene,309.155120431,5.064776443,0,1,3.24,0,4,2,97.1684,0.000102,1,0,0,0.0,0.0,4.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666671,23664.9424901665,22,5,0.293,passed
166,Cetirizine,388.15537038300005,0.859809302828106,1,5,53.01,0,3,8,106.8665,0.0658,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921568627450979,0.0,0,1,0.295,passed
167,Diltiazem,414.16132802,2.72725188433333,0,4,59.08,0,3,7,114.3663,0.0168,0,0,1,0.0,0.0,4.76,0.0,0.0,4.663,0.0,0.0,4.654,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49425287356321795,0.0,0,1,0.34600000000000003,passed
168,Protriptyline,263.167399677,4.496811469,1,1,12.03,0,3,4,87.3034,0.000231,0,0,0,4.578,0.0,4.647,0.0,0.0,0.0,0.0,0.0,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431952662721893,777.319004858412,8,2,0.209,passed
170,Minoxidil,209.127660127,1.30079287966667,2,5,93.63,0,2,1,60.7351,19.9,0,0,1,4.655,3.0780000000000003,4.667,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5070422535211271,1143.35556950104,14,2,0.46399999999999997,passed
172,Methylergometrine,339.194677059,1.59321838066667,3,3,68.36,0,4,4,99.5759,0.204,0,0,1,0.0,0.0,4.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319148936170213,47272.597854723,26,1,0.205,passed
173,Buclizine,432.233226773,7.41957641366667,0,2,6.48,0,4,6,133.0169,0.000246,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921568627450979,1128.50469871051,12,2,0.539,passed
175,Aminoglutethimide,232.121177766,1.299544368,2,3,72.19,0,2,2,65.3543,0.371,0,0,1,0.0,0.0,0.0,3.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.684,0.0,0.0,0.0,0.0,0.5505617977528089,57730.7345662518,74,2,0.401,passed
176,Mefloquine,378.116682374,4.11059484966667,2,3,45.15,0,3,4,82.5774,0.038,0,0,1,0.0,0.0,4.8039999999999985,3.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.049,0.0,0.0,0.0,0.0,0.0,0.419354838709677,17718.8207043255,22,2,0.314,passed
177,Clozapine,326.129824335,3.40024102433333,1,4,30.87,0,4,0,97.3565,0.18600000000000003,0,0,0,4.647,3.52,4.8889999999999985,0.0,0.0,3.36,0.0,0.0,3.1630000000000003,4.36,3.556,3.278,3.202,4.164,3.924,0.0,3.338,0.0,3.342,3.731,0.0,4.64,3.2910000000000004,0.0,4.6930000000000005,3.071,0.0,0.5576923076923079,47272.597854723,40,26,0.466,passed
178,Sucralfate,1447.588619666,-5.6049,16,35,772.1700000000011,0,2,36,175.0943,0.7140000000000001,1,1,1,4.79,0.0,4.463,0.0,0.0,0.0,0.0,0.0,4.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.996,0.0,0.0,3.14,0.0,0.0,0.451219512195122,78805.9934822662,170,5,0.961,passed
179,Doxylamine,270.173213336,2.9619422236666697,0,3,25.36,0,2,6,82.2373,0.541,0,0,0,0.0,0.0,4.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921568627450979,1128.50469871051,12,2,0.193,passed
180,Norepinephrine,169.073893223,-0.683513395185996,4,4,86.71,0,1,2,44.4557,12.5,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,0.0,0.7272727272727271,89139.86205324471,74,10,0.59,passed
181,Mirtazapine,265.157897623,3.207982755,0,3,19.37,0,4,0,82.6553,1.1,0,0,0,0.0,0.0,4.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5576923076923079,13349.0526553758,30,6,0.27,passed
182,Timolol,316.15691134400004,1.33570594566667,2,7,79.74,0,2,7,83.92,0.26899999999999996,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457627118644068,89139.86205324471,74,2,0.212,passed
183,Trihexyphenidyl,301.240564619,4.232685493666669,1,2,23.47,0,3,5,93.2052,0.00314,0,0,0,0.0,0.0,4.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666671,23664.9424901665,22,5,0.16699999999999998,passed
184,Mexiletine,179.13101417099998,2.462008545,1,2,35.25,0,1,3,54.9722,0.5379999999999999,0,0,0,0.0,0.0,4.499,0.0,0.0,3.418,0.0,0.0,4.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234,0.0,0.452054794520548,8902.61659339364,68,2,0.22899999999999998,passed
185,Amlodipine,408.14519962699995,1.6355954516666698,2,5,99.88,0,2,10,108.6381,0.0074,0,0,1,0.0,0.0,4.76,0.0,0.0,4.663,0.0,0.0,4.654,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5473684210526321,40315.942296751804,104,9,0.5429999999999999,passed
186,Oxyphencyclimine,344.20999277199996,2.624536101,1,4,62.13,0,3,6,97.131,0.0567,0,0,1,0.0,0.0,4.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23841059602649,23664.9424901665,22,3,0.18100000000000002,passed
187,Triamterene,253.107593387,1.114571472,3,7,129.62,0,3,1,75.1259,0.963,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.642,0.0,4.6530000000000005,0.0,0.0,0.0,0.0,0.0,0.0,4.5139999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44545454545454494,18842.2067659116,32,2,0.435,passed
188,Valrubicin,723.213874858,4.4861471216666695,5,12,215.22,0,5,12,168.0281,0.0325,1,1,1,0.0,0.0,3.665,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.966,3.286,0.0,0.0,0.0,0.0,0.386986301369863,13574.609164536201,80,1,0.895,passed
189,Procyclidine,287.224914555,3.7881168286666695,1,2,23.47,0,3,5,88.6042,0.00984,0,0,0,0.0,0.0,4.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27102803738317804,23664.9424901665,22,4,0.107,passed
190,Phenylephrine,167.094628665,-0.070160723107499,3,3,52.49,0,1,3,47.2494,22.0,0,0,1,0.0,0.0,4.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546511627906977,11762.5826278582,22,2,0.435,passed
193,Sulpiride,341.140926929,0.21877044970176102,2,5,101.73,0,2,6,88.6331,0.537,0,0,1,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,4.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394230769230769,39011.4658066726,40,2,0.19,passed
194,Profenamine,312.166019468,5.0011867610000005,0,2,6.48,0,3,5,98.0021,0.00524,1,0,0,0.0,0.0,4.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40566037735849103,10900.3791572507,22,3,0.537,passed
195,Nimodipine,418.174001196,2.5419017526666696,1,6,119.68,0,2,10,112.3756,0.012,0,0,1,0.0,0.0,4.76,0.0,0.0,4.663,0.0,0.0,4.654,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.543539325842697,40315.942296751804,104,10,0.731,passed
196,Progesterone,314.224580204,4.14860440066667,0,2,34.14,0,4,1,92.7053,0.0054600000000000004,0,0,0,0.0,0.0,4.556,3.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.224,0.0,0.0,0.0,0.0,0.0,4.289,0.0,0.0,0.0,0.0,3.618,0.0,0.0,0.0,0.0,0.5911111111111109,1307522.3643883,656,4,0.259,passed
199,Nisoldipine,388.16343651,3.05979745766667,1,5,110.45,0,2,8,105.9089,0.00577,0,0,1,0.0,0.0,4.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.0,0.0,0.0,0.0,0.543539325842697,40315.942296751804,104,5,0.585,passed
200,Eszopiclone,388.10506614699995,0.8065430329999991,0,6,91.76,0,4,3,95.8855,0.885,0,0,1,0.0,0.0,4.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52991452991453,22304.0,28,17,0.221,passed
202,Dexbrompheniramine,318.073161265,3.7496588639999997,0,2,16.13,0,2,5,83.6683,0.0127,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921568627450979,0.0,0,2,0.435,passed
203,Loxapine,327.11383992,3.460602432,0,3,28.07,0,4,0,95.1111,0.10300000000000001,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5576923076923079,47272.597854723,40,4,0.503,passed
205,Secobarbital,238.131742452,2.03383192533333,2,3,75.27,0,1,5,62.648,1.21,0,0,1,0.0,4.305,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52991452991453,24492.452656767597,46,10,0.431,passed
207,Promazine,284.13471934,3.930955566,0,2,6.48,0,3,4,88.9515,0.0207,0,0,0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,4.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5576923076923079,47272.597854723,40,14,0.461,passed
208,Spironolactone,416.202130202,3.63675457733333,0,3,60.44,0,5,2,113.5043,0.00198,0,0,1,0.0,0.0,4.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.0,0.0,0.0,0.0,0.5977011494252871,938299.3253165891,488,2,0.349,passed
210,Hyoscyamine,289.167793607,1.57124101666667,1,3,49.77,0,3,5,80.8164,2.52,0,0,1,0.0,0.0,4.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27102803738317804,23664.9424901665,22,4,0.155,passed
211,Zolpidem,307.168462309,3.01762682133333,0,2,37.61,0,3,3,93.5837,0.0313,0,0,0,0.0,0.0,4.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.390625,8267.84453297287,28,3,0.41700000000000004,passed
212,Triprolidine,278.178298714,4.04515358866667,0,2,16.13,0,3,4,98.5253,0.0537,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921568627450979,0.0,0,1,0.287,passed
213,Streptozocin,265.090999849,-2.720285555,5,7,151.92,0,1,3,55.9552,33.5,0,1,1,4.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.618,0.0,0.0,3.076,0.0,0.0,0.0,0.0,0.0,0.0,4.813,0.0,0.0,0.0,3.457,0.0,0.45454545454545503,647.3952544731391,10,1,0.6990000000000001,passed
215,Trifluridine,296.062006087,-0.7546264970000001,3,5,99.1,0,2,3,56.3445,6.69,0,1,1,0.0,4.445,3.32,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.199,0.0,0.0,3.049,0.0,0.0,0.0,0.0,0.0,0.536585365853659,0.0,2,2,0.435,passed
216,Prochlorperazine,373.13794618,4.382119821333331,0,3,9.72,0,4,4,109.8064,0.011000000000000001,0,0,0,0.0,0.0,4.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394230769230769,39011.4658066726,40,1,0.485,passed
217,Cyproheptadine,287.167399677,4.382841647,0,1,3.24,0,4,0,105.1742,0.0136,0,0,0,0.0,0.0,4.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5576923076923079,23664.9424901665,30,6,0.614,passed
219,Bendroflumethiazide,421.037781946,1.6983960133333302,3,5,118.36,0,3,4,93.6846,0.214,0,0,1,4.599,0.0,4.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087,0.0,0.0,0.0,0.0,3.486,0.0,3.318,0.0,0.0,4.626,4.526,0.0,4.54,3.127,0.0,0.5473684210526321,27332.2638012188,26,5,0.303,passed
220,Allopurinol,136.03851077,-1.7583063776666699,2,5,65.85,0,2,0,54.2426,5.88,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.752,0.0,0.0,0.0,4.4910000000000005,0.0,0.5795677799607071,1212.45361557382,94,1,0.5489999999999999,passed
222,Betamethasone,392.19990224300005,1.68156967966667,3,5,94.83,0,4,2,102.4929,0.0505,0,0,1,3.254,0.0,4.4910000000000005,0.0,3.125,3.194,0.0,0.0,0.0,3.132,0.0,4.629,0.0,4.564,0.0,0.0,0.0,3.417,0.0,0.0,0.0,4.657,0.0,0.0,0.0,0.0,0.0,0.350282485875706,256392.74781158,268,1,0.332,passed
223,Teniposide,656.1563618,2.78402919233333,3,12,160.83,0,8,6,155.6095,0.0598,1,1,1,0.0,0.0,3.665,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.966,3.286,0.0,0.0,0.0,0.0,0.386986301369863,13574.609164536201,80,1,0.6659999999999999,passed
224,Epirubicin,543.174060775,0.916421641538582,6,12,206.07,0,5,5,134.5937,1.18,1,1,1,0.0,0.0,3.665,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.966,3.286,0.0,0.0,0.0,0.0,0.386986301369863,13574.609164536201,80,2,0.802,passed
226,Dipivefrin,351.20457304300004,3.714854507,2,4,84.86,0,1,9,94.9381,0.0582,0,0,1,4.54,0.0,4.927,0.0,0.0,3.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565445026178011,89139.86205324471,74,4,0.47100000000000003,passed
227,Droperidol,379.16960516800003,3.014257972,1,3,52.65,0,4,6,109.5173,0.0966,0,0,1,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,4.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495495495495495,39011.4658066726,40,2,0.483,passed
228,Levothyroxine,776.686681525,3.7273070651507902,3,4,92.78,0,2,5,126.788,0.00898,1,1,1,4.5710000000000015,4.402,0.0,0.0,0.0,4.408,0.0,0.0,0.0,0.0,0.0,3.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.401,0.0,0.0,0.0,0.0,0.0,0.482758620689655,94034.30390058449,124,2,0.602,passed
229,Framycetin,614.312285588,-8.415177746,13,19,353.11,0,4,9,135.9003,64.7,1,1,1,4.839,0.0,4.807,0.0,3.087,0.0,0.0,0.0,3.218,4.587,0.0,0.0,0.0,3.27,0.0,0.0,0.0,4.601,4.583,0.0,4.748,3.182,3.155,0.0,0.0,0.0,0.0,0.298507462686567,49944.2180035827,94,1,0.875,passed
231,Loratadine,382.144805697,4.554579307,0,2,42.43,0,4,2,116.9769,0.0134,0,0,1,0.0,0.0,4.79,0.0,0.0,3.278,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921568627450979,0.0,0,2,0.435,passed
232,Prazosin,383.159354185,1.6505164626666697,1,7,106.95,0,4,4,104.4981,0.693,0,0,1,0.0,0.0,4.79,0.0,0.0,3.278,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,48947.9770023894,22,6,0.266,passed
233,Imipramine,280.193948778,4.27856879433333,0,2,6.48,0,3,4,90.6056,0.0664,0,0,0,4.578,0.0,4.647,0.0,0.0,0.0,0.0,0.0,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546511627906977,48542.275547692,30,13,0.45799999999999996,passed
234,Acitretin,326.188194698,5.587048725666669,1,3,46.53,0,1,6,104.1665,0.000478,1,0,1,0.0,0.0,4.7360000000000015,0.0,0.0,3.0660000000000003,0.0,0.0,0.0,0.0,0.0,4.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.678,4.453,0.0,0.0,0.0,0.0,0.6808510638297869,113800.697489801,1014,7,0.423,passed
235,Nabumetone,228.11502975599998,3.2169937839999996,0,2,26.3,0,2,4,68.4311,0.00193,0,0,0,4.655,3.0780000000000003,4.667,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411803,8170.88863179302,30,2,0.435,passed
238,Ketorolac,255.089543287,2.28336296366667,1,3,59.3,0,3,3,70.1945,0.513,0,0,1,4.655,3.0780000000000003,4.667,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411803,8170.88863179302,30,2,0.14300000000000002,passed
239,Enoxacin,320.128468635,-0.9830519373098778,2,7,85.77,0,3,3,83.9469,1.09,0,1,1,0.0,0.0,3.665,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.966,3.286,0.0,0.0,0.0,0.0,0.386986301369863,13574.609164536201,80,1,0.247,passed
241,Tenoxicam,337.019097235,1.22182698566667,2,6,99.6,0,3,2,93.0591,0.27699999999999997,0,0,1,4.655,3.0780000000000003,4.667,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411803,8170.88863179302,30,2,0.435,passed
242,Montelukast,585.21044242,8.493533064849991,2,4,70.42,0,5,12,169.5039,8.2e-06,1,1,1,3.293,0.0,4.548,0.0,0.0,0.0,0.0,0.0,0.0,3.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458937198067633,23283.5032271073,10,2,0.838,passed
243,Fluoxetine,309.134048818,4.17321954333333,1,2,21.26,0,2,7,80.3675,0.0017,0,0,0,4.578,0.0,4.647,0.0,0.0,0.0,0.0,0.0,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431952662721893,777.319004858412,8,1,0.168,passed
244,Methohexital,262.131742452,2.28678332066667,1,3,66.48,0,1,5,71.5071,0.0524,0,0,1,0.0,0.0,4.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288135593220339,8267.84453297287,28,1,0.53,passed
245,Duloxetine,297.118734925,4.19772919133333,1,2,21.26,0,3,6,87.7339,0.00296,0,0,0,4.578,0.0,4.647,0.0,0.0,0.0,0.0,0.0,0.0,4.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438271604938272,899.3097246619529,16,3,0.289,passed
246,Chlorpromazine,318.095747015,4.5350002423333295,0,2,6.48,0,3,4,93.7563,0.00417,0,0,0,0.0,0.0,4.79,0.0,0.0,3.278,0.0,0.0,4.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495495495495495,47272.597854723,40,7,0.489,passed
248,Brimonidine,291.011957992,1.37158453033333,2,5,62.2,0,3,1,68.4944,0.154,0,0,1,4.44,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55625,2815.5179925905604,20,3,0.172,passed
249,Pefloxacin,333.148869726,0.8768125676894499,1,6,64.09,0,3,3,90.7715,1.23,0,0,1,0.0,0.0,3.665,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.966,3.286,0.0,0.0,0.0,0.0,0.386986301369863,13574.609164536201,80,2,0.435,passed
250,Sotalol,272.119463206,-0.39506400271083103,3,4,78.43,0,1,5,71.1191,0.782,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457627118644068,89139.86205324471,74,3,0.258,passed
252,Fosinopril,563.301189343,5.4858,1,5,110.21,0,3,15,149.1196,0.00101,1,1,1,3.7,0.0,4.893,4.862,0.0,3.5010000000000003,0.0,4.671,4.743,4.626,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.588,0.0,0.0,0.0,3.315,0.0,0.574117647058824,370.08476391070997,8,2,0.435,passed
253,Zidovudine,267.096753929,-0.298709158333333,2,6,108.3,0,2,3,61.7045,16.3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269230769230769,57509.6311164649,146,1,0.551,passed
254,Phenindione,222.06807956400002,2.88090526466667,0,2,34.14,0,3,1,65.2335,0.023,0,0,0,0.0,0.0,4.7010000000000005,0.0,0.0,0.0,0.0,4.336,0.0,4.455,0.0,4.5360000000000005,0.0,0.0,3.625,0.0,0.0,0.0,0.0,0.0,0.0,3.2710000000000004,0.0,0.0,0.0,0.0,0.0,0.509803921568627,0.0,0,2,0.435,passed
255,Flutamide,276.07217684299997,3.27231097966667,1,3,74.92,0,1,4,63.4208,0.00566,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.732,0.0,0.0,0.0,3.107,0.0,0.5977011494252871,938299.3253165891,488,2,0.322,passed
256,Tolmetin,257.10519335099997,2.72733095766667,1,3,59.3,0,2,4,72.3928,0.131,0,0,1,4.655,3.0780000000000003,4.667,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411803,8170.88863179302,30,2,0.435,passed
